scanner,rssi,when,position,room
bedroom,-77,2021-11-18 08:42:36.000527,bedroom-1637224899.441276,bedroom
bedroom,-72,2021-11-18 08:42:40.178951,bedroom-1637224899.441276,bedroom
bedroom,-77,2021-11-18 08:42:40.187818,bedroom-1637224899.441276,bedroom
bedroom,-74,2021-11-18 08:42:40.190592,bedroom-1637224899.441276,bedroom
bedroom,-79,2021-11-18 08:42:52.155662,bedroom-1637224899.441276,bedroom
bedroom,-78,2021-11-18 08:42:52.164243,bedroom-1637224899.441276,bedroom
bedroom,-81,2021-11-18 08:42:52.167843,bedroom-1637224899.441276,bedroom
bedroom,-76,2021-11-18 08:42:57.683241,bedroom-1637224899.441276,bedroom
bedroom,-75,2021-11-18 08:42:57.729546,bedroom-1637224899.441276,bedroom
bedroom,-76,2021-11-18 08:43:02.159660,bedroom-1637224899.441276,bedroom
bedroom,-76,2021-11-18 08:43:02.166877,bedroom-1637224899.441276,bedroom
extra-1,-89,2021-11-18 08:41:47.954003,bedroom-1637224899.441276,bedroom
extra-1,-88,2021-11-18 08:41:49.885876,bedroom-1637224899.441276,bedroom
extra-1,-89,2021-11-18 08:42:07.029830,bedroom-1637224899.441276,bedroom
extra-1,-89,2021-11-18 08:42:08.003974,bedroom-1637224899.441276,bedroom
extra-1,-89,2021-11-18 08:42:17.666534,bedroom-1637224899.441276,bedroom
extra-1,-92,2021-11-18 08:42:21.524183,bedroom-1637224899.441276,bedroom
extra-1,-91,2021-11-18 08:42:36.983027,bedroom-1637224899.441276,bedroom
extra-1,-93,2021-11-18 08:42:37.911448,bedroom-1637224899.441276,bedroom
extra-1,-91,2021-11-18 08:42:53.365113,bedroom-1637224899.441276,bedroom
extra-1,-95,2021-11-18 08:43:02.071956,bedroom-1637224899.441276,bedroom
extra-1,-95,2021-11-18 08:43:04.148859,bedroom-1637224899.441276,bedroom
guest,-97,2021-11-18 08:41:49.880515,bedroom-1637224899.441276,bedroom
kitchen,-94,2021-11-18 08:41:51.823583,bedroom-1637224899.441276,bedroom
kitchen,-90,2021-11-18 08:42:07.015628,bedroom-1637224899.441276,bedroom
kitchen,-96,2021-11-18 08:42:12.827803,bedroom-1637224899.441276,bedroom
kitchen,-94,2021-11-18 08:42:55.325658,bedroom-1637224899.441276,bedroom
kitchen,-89,2021-11-18 08:43:05.096146,bedroom-1637224899.441276,bedroom
laundry,-92,2021-11-18 08:43:14.777383,bedroom-1637224994.274671,bedroom
laundry,-92,2021-11-18 08:43:24.415304,bedroom-1637224994.274671,bedroom
laundry,-92,2021-11-18 08:43:26.364307,bedroom-1637224994.274671,bedroom
laundry,-91,2021-11-18 08:43:28.304899,bedroom-1637224994.274671,bedroom
laundry,-86,2021-11-18 08:43:30.230015,bedroom-1637224994.274671,bedroom
laundry,-88,2021-11-18 08:43:43.749001,bedroom-1637224994.274671,bedroom
laundry,-87,2021-11-18 08:43:46.624333,bedroom-1637224994.274671,bedroom
laundry,-86,2021-11-18 08:43:49.501156,bedroom-1637224994.274671,bedroom
laundry,-84,2021-11-18 08:43:56.268605,bedroom-1637224994.274671,bedroom
laundry,-86,2021-11-18 08:44:02.078421,bedroom-1637224994.274671,bedroom
laundry,-85,2021-11-18 08:44:05.149063,bedroom-1637224994.274671,bedroom
laundry,-91,2021-11-18 08:44:06.078200,bedroom-1637224994.274671,bedroom
laundry,-86,2021-11-18 08:44:12.839294,bedroom-1637224994.274671,bedroom
bedroom,-89,2021-11-18 08:43:17.345563,bedroom-1637224994.274671,bedroom
bedroom,-76,2021-11-18 08:43:17.347405,bedroom-1637224994.274671,bedroom
bedroom,-83,2021-11-18 08:43:17.397530,bedroom-1637224994.274671,bedroom
bedroom,-74,2021-11-18 08:43:42.283532,bedroom-1637224994.274671,bedroom
bedroom,-73,2021-11-18 08:43:42.286240,bedroom-1637224994.274671,bedroom
bedroom,-73,2021-11-18 08:43:42.290011,bedroom-1637224994.274671,bedroom
bedroom,-73,2021-11-18 08:43:52.700782,bedroom-1637224994.274671,bedroom
bedroom,-84,2021-11-18 08:43:52.711935,bedroom-1637224994.274671,bedroom
bedroom,-89,2021-11-18 08:43:54.364993,bedroom-1637224994.274671,bedroom
bedroom,-91,2021-11-18 08:43:55.328522,bedroom-1637224994.274671,bedroom
bedroom,-80,2021-11-18 08:44:07.521409,bedroom-1637224994.274671,bedroom
bedroom,-80,2021-11-18 08:44:07.524899,bedroom-1637224994.274671,bedroom
bedroom,-90,2021-11-18 08:44:11.886540,bedroom-1637224994.274671,bedroom
bedroom,-89,2021-11-18 08:44:13.812863,bedroom-1637224994.274671,bedroom
bedroom,-88,2021-11-18 08:44:14.779437,bedroom-1637224994.274671,bedroom
kitchen,-96,2021-11-18 08:43:18.660422,bedroom-1637224994.274671,bedroom
lobby,-92,2021-11-18 08:43:19.590399,bedroom-1637224994.274671,bedroom
lobby,-90,2021-11-18 08:43:33.105758,bedroom-1637224994.274671,bedroom
lobby,-91,2021-11-18 08:43:38.937887,bedroom-1637224994.274671,bedroom
lobby,-92,2021-11-18 08:43:55.319873,bedroom-1637224994.274671,bedroom
lobby,-91,2021-11-18 08:44:10.896334,bedroom-1637224994.274671,bedroom
bathroom,-92,2021-11-18 08:43:21.551313,bedroom-1637224994.274671,bedroom
extra-1,-89,2021-11-18 08:43:24.420440,bedroom-1637224994.274671,bedroom
extra-1,-90,2021-11-18 08:43:33.113642,bedroom-1637224994.274671,bedroom
extra-1,-88,2021-11-18 08:43:36.997212,bedroom-1637224994.274671,bedroom
extra-1,-89,2021-11-18 08:43:46.625235,bedroom-1637224994.274671,bedroom
extra-1,-91,2021-11-18 08:43:59.210355,bedroom-1637224994.274671,bedroom
extra-1,-93,2021-11-18 08:44:01.097850,bedroom-1637224994.274671,bedroom
extra-1,-97,2021-11-18 08:44:02.077035,bedroom-1637224994.274671,bedroom
extra-1,-95,2021-11-18 08:44:15.704986,bedroom-1637224994.274671,bedroom
guest,-91,2021-11-18 08:43:30.231056,bedroom-1637224994.274671,bedroom
guest,-91,2021-11-18 08:43:36.988566,bedroom-1637224994.274671,bedroom
extra-1,-92,2021-11-18 08:44:35.061141,bedroom-1637225070.761705,bedroom
extra-1,-88,2021-11-18 08:44:57.273121,bedroom-1637225070.761705,bedroom
extra-1,-88,2021-11-18 08:45:24.521856,bedroom-1637225070.761705,bedroom
extra-1,-90,2021-11-18 08:45:44.793054,bedroom-1637225070.761705,bedroom
extra-1,-93,2021-11-18 08:45:47.680748,bedroom-1637225070.761705,bedroom
extra-1,-91,2021-11-18 08:46:00.252831,bedroom-1637225070.761705,bedroom
extra-1,-97,2021-11-18 08:46:11.030251,bedroom-1637225070.761705,bedroom
extra-1,-93,2021-11-18 08:46:12.947012,bedroom-1637225070.761705,bedroom
laundry,-97,2021-11-18 08:44:35.166284,bedroom-1637225070.761705,bedroom
laundry,-90,2021-11-18 08:44:41.809035,bedroom-1637225070.761705,bedroom
laundry,-81,2021-11-18 08:44:52.459153,bedroom-1637225070.761705,bedroom
laundry,-90,2021-11-18 08:44:58.226710,bedroom-1637225070.761705,bedroom
laundry,-87,2021-11-18 08:45:02.322679,bedroom-1637225070.761705,bedroom
laundry,-90,2021-11-18 08:45:03.314656,bedroom-1637225070.761705,bedroom
laundry,-92,2021-11-18 08:45:04.245331,bedroom-1637225070.761705,bedroom
laundry,-93,2021-11-18 08:45:13.880540,bedroom-1637225070.761705,bedroom
laundry,-87,2021-11-18 08:45:18.704420,bedroom-1637225070.761705,bedroom
laundry,-86,2021-11-18 08:45:38.039340,bedroom-1637225070.761705,bedroom
laundry,-84,2021-11-18 08:45:38.971794,bedroom-1637225070.761705,bedroom
laundry,-82,2021-11-18 08:45:40.916580,bedroom-1637225070.761705,bedroom
laundry,-83,2021-11-18 08:45:42.840000,bedroom-1637225070.761705,bedroom
laundry,-82,2021-11-18 08:45:44.792090,bedroom-1637225070.761705,bedroom
laundry,-93,2021-11-18 08:45:56.362236,bedroom-1637225070.761705,bedroom
laundry,-88,2021-11-18 08:46:05.168019,bedroom-1637225070.761705,bedroom
laundry,-85,2021-11-18 08:46:07.113646,bedroom-1637225070.761705,bedroom
bedroom,-78,2021-11-18 08:44:43.280930,bedroom-1637225070.761705,bedroom
bedroom,-82,2021-11-18 08:44:43.282455,bedroom-1637225070.761705,bedroom
bedroom,-87,2021-11-18 08:44:48.320355,bedroom-1637225070.761705,bedroom
bedroom,-83,2021-11-18 08:44:48.333141,bedroom-1637225070.761705,bedroom
bedroom,-79,2021-11-18 08:44:53.776144,bedroom-1637225070.761705,bedroom
bedroom,-86,2021-11-18 08:44:58.823816,bedroom-1637225070.761705,bedroom
bedroom,-89,2021-11-18 08:44:58.826102,bedroom-1637225070.761705,bedroom
bedroom,-70,2021-11-18 08:44:58.828304,bedroom-1637225070.761705,bedroom
bedroom,-80,2021-11-18 08:45:02.095034,bedroom-1637225070.761705,bedroom
bedroom,-82,2021-11-18 08:45:02.323620,bedroom-1637225070.761705,bedroom
bedroom,-89,2021-11-18 08:45:04.243524,bedroom-1637225070.761705,bedroom
bedroom,-85,2021-11-18 08:45:06.969505,bedroom-1637225070.761705,bedroom
bedroom,-83,2021-11-18 08:45:09.132056,bedroom-1637225070.761705,bedroom
bedroom,-84,2021-11-18 08:45:22.577081,bedroom-1637225070.761705,bedroom
bedroom,-87,2021-11-18 08:45:33.213872,bedroom-1637225070.761705,bedroom
bedroom,-80,2021-11-18 08:45:34.140226,bedroom-1637225070.761705,bedroom
bedroom,-78,2021-11-18 08:45:38.273706,bedroom-1637225070.761705,bedroom
bedroom,-78,2021-11-18 08:45:38.281136,bedroom-1637225070.761705,bedroom
bedroom,-79,2021-11-18 08:45:52.326749,bedroom-1637225070.761705,bedroom
bedroom,-79,2021-11-18 08:45:55.859003,bedroom-1637225070.761705,bedroom
bedroom,-81,2021-11-18 08:45:57.355514,bedroom-1637225070.761705,bedroom
bedroom,-85,2021-11-18 08:45:57.359607,bedroom-1637225070.761705,bedroom
bedroom,-77,2021-11-18 08:46:08.793985,bedroom-1637225070.761705,bedroom
bedroom,-85,2021-11-18 08:46:08.797410,bedroom-1637225070.761705,bedroom
bedroom,-81,2021-11-18 08:46:08.803877,bedroom-1637225070.761705,bedroom
kitchen,-94,2021-11-18 08:45:03.323273,bedroom-1637225070.761705,bedroom
kitchen,-94,2021-11-18 08:45:18.715208,bedroom-1637225070.761705,bedroom
kitchen,-95,2021-11-18 08:45:22.577798,bedroom-1637225070.761705,bedroom
kitchen,-92,2021-11-18 08:46:04.256341,bedroom-1637225070.761705,bedroom
guest,-90,2021-11-18 08:45:31.278403,bedroom-1637225070.761705,bedroom
guest,-96,2021-11-18 08:45:49.598730,bedroom-1637225070.761705,bedroom
lobby,-94,2021-11-18 08:46:32.203753,bedroom-1637225191.428329,bedroom
laundry,-95,2021-11-18 08:46:34.144265,bedroom-1637225191.428329,bedroom
laundry,-89,2021-11-18 08:46:38.034962,bedroom-1637225191.428329,bedroom
laundry,-95,2021-11-18 08:46:43.806993,bedroom-1637225191.428329,bedroom
laundry,-92,2021-11-18 08:46:54.430780,bedroom-1637225191.428329,bedroom
laundry,-92,2021-11-18 08:47:18.688349,bedroom-1637225191.428329,bedroom
laundry,-91,2021-11-18 08:47:23.507739,bedroom-1637225191.428329,bedroom
laundry,-91,2021-11-18 08:47:30.268271,bedroom-1637225191.428329,bedroom
laundry,-94,2021-11-18 08:47:32.206653,bedroom-1637225191.428329,bedroom
laundry,-96,2021-11-18 08:47:54.439690,bedroom-1637225191.428329,bedroom
laundry,-92,2021-11-18 08:48:08.046458,bedroom-1637225191.428329,bedroom
laundry,-91,2021-11-18 08:48:58.224135,bedroom-1637225191.428329,bedroom
laundry,-91,2021-11-18 08:49:04.168558,bedroom-1637225191.428329,bedroom
bedroom,-79,2021-11-18 08:46:38.034234,bedroom-1637225191.428329,bedroom
bedroom,-81,2021-11-18 08:46:39.954173,bedroom-1637225191.428329,bedroom
bedroom,-76,2021-11-18 08:46:40.910918,bedroom-1637225191.428329,bedroom
bedroom,-78,2021-11-18 08:46:55.835645,bedroom-1637225191.428329,bedroom
bedroom,-87,2021-11-18 08:46:56.380704,bedroom-1637225191.428329,bedroom
bedroom,-91,2021-11-18 08:47:00.860463,bedroom-1637225191.428329,bedroom
bedroom,-84,2021-11-18 08:47:04.222541,bedroom-1637225191.428329,bedroom
bedroom,-85,2021-11-18 08:47:05.188187,bedroom-1637225191.428329,bedroom
bedroom,-70,2021-11-18 08:47:15.833143,bedroom-1637225191.428329,bedroom
bedroom,-71,2021-11-18 08:47:16.772947,bedroom-1637225191.428329,bedroom
bedroom,-71,2021-11-18 08:47:17.725429,bedroom-1637225191.428329,bedroom
bedroom,-71,2021-11-18 08:47:22.896371,bedroom-1637225191.428329,bedroom
bedroom,-71,2021-11-18 08:47:22.898867,bedroom-1637225191.428329,bedroom
bedroom,-71,2021-11-18 08:47:22.951290,bedroom-1637225191.428329,bedroom
bedroom,-71,2021-11-18 08:47:23.671475,bedroom-1637225191.428329,bedroom
bedroom,-77,2021-11-18 08:47:40.495769,bedroom-1637225191.428329,bedroom
bedroom,-79,2021-11-18 08:47:40.498070,bedroom-1637225191.428329,bedroom
bedroom,-81,2021-11-18 08:47:40.500539,bedroom-1637225191.428329,bedroom
bedroom,-75,2021-11-18 08:47:40.555180,bedroom-1637225191.428329,bedroom
bedroom,-70,2021-11-18 08:47:45.749839,bedroom-1637225191.428329,bedroom
bedroom,-72,2021-11-18 08:47:46.709557,bedroom-1637225191.428329,bedroom
bedroom,-73,2021-11-18 08:47:47.684174,bedroom-1637225191.428329,bedroom
bedroom,-73,2021-11-18 08:47:52.444322,bedroom-1637225191.428329,bedroom
bedroom,-81,2021-11-18 08:47:54.455227,bedroom-1637225191.428329,bedroom
bedroom,-67,2021-11-18 08:47:59.413180,bedroom-1637225191.428329,bedroom
bedroom,-85,2021-11-18 08:48:05.416115,bedroom-1637225191.428329,bedroom
bedroom,-83,2021-11-18 08:48:10.467468,bedroom-1637225191.428329,bedroom
bedroom,-71,2021-11-18 08:48:12.143522,bedroom-1637225191.428329,bedroom
bedroom,-77,2021-11-18 08:48:13.900544,bedroom-1637225191.428329,bedroom
bedroom,-64,2021-11-18 08:48:14.775444,bedroom-1637225191.428329,bedroom
bedroom,-65,2021-11-18 08:48:16.938062,bedroom-1637225191.428329,bedroom
bedroom,-62,2021-11-18 08:48:19.632282,bedroom-1637225191.428329,bedroom
bedroom,-62,2021-11-18 08:48:24.430089,bedroom-1637225191.428329,bedroom
bedroom,-62,2021-11-18 08:48:24.434094,bedroom-1637225191.428329,bedroom
bedroom,-62,2021-11-18 08:48:24.435763,bedroom-1637225191.428329,bedroom
bedroom,-62,2021-11-18 08:48:24.445487,bedroom-1637225191.428329,bedroom
bedroom,-76,2021-11-18 08:48:33.156586,bedroom-1637225191.428329,bedroom
bedroom,-83,2021-11-18 08:48:48.415469,bedroom-1637225191.428329,bedroom
bedroom,-84,2021-11-18 08:48:48.419761,bedroom-1637225191.428329,bedroom
bedroom,-84,2021-11-18 08:48:52.942118,bedroom-1637225191.428329,bedroom
bedroom,-82,2021-11-18 08:48:53.405217,bedroom-1637225191.428329,bedroom
bedroom,-80,2021-11-18 08:48:54.366248,bedroom-1637225191.428329,bedroom
bedroom,-90,2021-11-18 08:49:04.130705,bedroom-1637225191.428329,bedroom
bedroom,-80,2021-11-18 08:49:08.501398,bedroom-1637225191.428329,bedroom
bedroom,-77,2021-11-18 08:49:17.902815,bedroom-1637225191.428329,bedroom
bedroom,-80,2021-11-18 08:49:17.904975,bedroom-1637225191.428329,bedroom
bedroom,-70,2021-11-18 08:49:25.375318,bedroom-1637225191.428329,bedroom
bedroom,-66,2021-11-18 08:49:36.970416,bedroom-1637225191.428329,bedroom
bedroom,-66,2021-11-18 08:49:36.973708,bedroom-1637225191.428329,bedroom
bedroom,-66,2021-11-18 08:49:37.924189,bedroom-1637225191.428329,bedroom
kitchen,-93,2021-11-18 08:46:38.969492,bedroom-1637225191.428329,bedroom
kitchen,-93,2021-11-18 08:47:38.972801,bedroom-1637225191.428329,bedroom
kitchen,-94,2021-11-18 08:48:39.892750,bedroom-1637225191.428329,bedroom
kitchen,-98,2021-11-18 08:48:55.363629,bedroom-1637225191.428329,bedroom
guest,-96,2021-11-18 08:46:47.664896,bedroom-1637225191.428329,bedroom
guest,-95,2021-11-18 08:46:49.617975,bedroom-1637225191.428329,bedroom
guest,-91,2021-11-18 08:47:38.964322,bedroom-1637225191.428329,bedroom
guest,-91,2021-11-18 08:47:47.690789,bedroom-1637225191.428329,bedroom
guest,-86,2021-11-18 08:48:33.146938,bedroom-1637225191.428329,bedroom
guest,-88,2021-11-18 08:49:07.040216,bedroom-1637225191.428329,bedroom
guest,-92,2021-11-18 08:49:20.555798,bedroom-1637225191.428329,bedroom
guest,-87,2021-11-18 08:49:38.877420,bedroom-1637225191.428329,bedroom
extra-1,-93,2021-11-18 08:48:22.516077,bedroom-1637225191.428329,bedroom
extra-1,-90,2021-11-18 08:48:28.681740,bedroom-1637225191.428329,bedroom
extra-1,-89,2021-11-18 08:49:08.976164,bedroom-1637225191.428329,bedroom
extra-1,-88,2021-11-18 08:49:13.796989,bedroom-1637225191.428329,bedroom
extra-1,-93,2021-11-18 08:49:34.063430,bedroom-1637225191.428329,bedroom
extra-1,-92,2021-11-18 08:49:37.963959,bedroom-1637225191.428329,bedroom
